Alpha,SNP_A,SNP_B,SNP_C
0.502733,N14,N38,M2Q1
0.502732,N9,N36,M0P1
0.502732,N9,N19,N21
0.502732,N37,N40,M0P2
0.502732,N2,N4,N22
0.502732,N23,M0P1,M1T2
0.502732,N22,N26,N28
0.502732,N18,N32,N33
0.502732,N13,N24,N27
0.502732,N11,N25,N34
0.502732,N10,N11,N15
0.502731,N7,N16,N26
0.502731,N36,N38,N40
0.502731,N2,N8,N18
0.502731,N26,N32,N34
0.502731,N24,N30,N38
0.502731,N24,N26,M0P1
0.502731,N18,N19,N21
0.502731,N16,N30,N38
0.502731,N15,N34,M2Q4
0.502731,N11,N29,N38
0.502730,N9,N15,M1T2
0.502730,N37,N39,M1T2
0.502730,N35,M0P2,M1T1
0.502730,N30,N38,M2Q2
0.502730,N2,M1T1,M2Q4
0.502730,N25,N26,N31
0.502730,N23,N28,N39
0.502730,N20,M1T1,M2Q4
0.502730,N15,N18,M0P1
0.502730,N11,N29,M1T1
0.502730,N10,N26,N36
0.502729,N6,N9,N12
0.502729,N3,N9,N30
0.502729,N3,N24,M2Q3
0.502729,N31,M0P2,M2Q1
0.502729,N21,N33,M2Q1
0.502729,N20,N29,M1T1
0.502729,N14,N36,M2Q2
0.502728,N9,M2Q1,M2Q2
0.502728,N7,N15,N26
0.502728,N5,N18,N28
0.502728,N17,N22,N38
0.502728,N13,N33,M0P2
0.502728,N10,M2Q1,M2Q3
0.502727,N8,N24,M2Q2
0.502727,N5,N12,M1T1
0.502727,N38,N39,M2Q3
0.502727,N33,M1T1,M2Q2
0.502727,N30,N37,M2Q3
0.502727,N2,N28,M2Q4
0.502727,N2,N23,N38
0.502727,N22,N29,N32
0.502727,N17,N35,N38
0.502726,N5,N35,N39
0.502726,N5,N28,M0P1
0.502726,N5,N24,N35
0.502726,N3,N6,N19
0.502726,N2,N4,M2Q4
0.502726,N28,N30,M1T1
0.502726,N20,M0P1,M1T2
0.502726,N19,N23,M2Q4
0.502726,N16,N27,N35
0.502726,N11,N12,N21
0.502725,N9,N17,N36
0.502725,N8,N32,N36
0.502725,N6,N30,M2Q3
0.502725,N6,N10,N39
0.502725,N4,N17,N22
0.502725,N17,N25,M1T1
0.502725,N13,N32,N40
0.502724,N9,N31,N33
0.502724,N8,N29,N37
0.502724,N5,N22,M2Q2
0.502724,N32,N39,M0P1
0.502724,N2,N9,M0P2
0.502724,N20,N39,M1T2
0.502723,N9,N24,N39
0.502723,N9,N14,N38
0.502723,N8,N10,M1T1
0.502723,N3,N19,N24
0.502723,N27,N32,N33
0.502723,N24,N28,M1T1
0.502723,N18,N32,N40
0.502723,N13,N26,N33
0.502723,N13,N25,N31
0.502723,N12,M0P2,M2Q4
0.502722,N8,N24,M0P1
0.502722,N8,N17,N34
0.502722,N7,N30,N32
0.502722,N6,N15,M0P1
0.502722,N5,N6,M2Q2
0.502722,N4,N5,N29
0.502722,N33,N34,N40
0.502722,N25,N34,M0P1
0.502722,N22,N36,M0P2
0.502722,N17,N30,N38
0.502722,N14,N29,N40
0.502721,N9,N33,N39
0.502721,N7,N20,N26
0.502721,N7,N14,N37
0.502721,N7,N11,M0P2
0.502721,N4,N25,M2Q4
0.502721,N2,N32,M1T3
0.502721,N28,N35,N36
0.502721,N23,N29,M1T3
0.502721,N23,M2Q1,M2Q4
0.502721,N19,M0P1,M1T2
0.502720,N9,N16,N33
0.502720,N7,N28,N38
0.502720,N5,N22,N35
0.502720,N16,N21,N34
0.502720,N14,N20,N40
0.502719,N7,N29,N38
0.502719,N5,N14,N18
0.502719,N3,N22,N28
0.502719,N2,N23,M1T1
0.502719,N22,N23,N40
0.502719,N13,N21,N22
0.502718,N9,N36,M0P2
0.502718,N9,N28,M1T1
0.502718,N8,N21,N39
0.502718,N2,N23,M2Q1
0.502718,N26,N29,N39
0.502718,N25,N30,M0P2
0.502718,N23,N40,M2Q3
0.502718,N13,N29,N38
0.502718,N11,N25,N28
0.502717,N33,N40,M1T2
0.502717,N18,N21,M0P2
0.502717,N17,N26,N34
0.502717,N16,N22,N31
0.502716,N6,N39,M2Q2
0.502716,N4,N34,M2Q3
0.502716,N26,N27,N35
0.502716,N21,N24,N33
0.502716,N15,N23,M2Q1
0.502716,N11,N35,N37
0.502715,N5,N11,N35
0.502715,N3,N8,M2Q1
0.502715,N3,N16,N23
0.502715,N2,N23,N32
0.502715,N25,N34,M2Q1
0.502715,N22,N31,N35
0.502715,N16,N22,M1T1
0.502715,N15,N25,N36
0.502715,N14,N33,N37
0.502715,N13,N21,N36
0.502714,N8,N34,M0P1
0.502714,N6,N31,N36
0.502714,N3,N12,M0P2
0.502714,N34,N36,M1T2
0.502714,N29,N30,N36
0.502714,N14,N29,N37
0.502713,N8,N20,N28
0.502713,N3,N21,N24
0.502713,N19,N40,M2Q3
0.502713,N18,N28,M2Q1
0.502713,N10,N17,N38
0.502712,N9,N37,M2Q2
0.502712,N6,N23,M2Q2
0.502712,N6,M0P1,M2Q3
0.502712,N2,N6,N29
0.502712,N2,N22,N25
0.502712,N28,N37,M2Q3
0.502712,N24,N32,M0P1
0.502711,N5,M0P2,M2Q2
0.502711,N4,N29,M2Q2
0.502711,N36,N37,N39
0.502711,N34,N37,N39
0.502711,N30,N34,N37
0.502711,N22,N32,M1T1
0.502711,N19,N38,N39
0.502711,N19,N38,M2Q1
0.502711,N19,N22,N23
0.502710,N9,N33,N34
0.502710,N8,N17,M0P1
0.502710,N7,N14,M2Q1
0.502710,N7,N10,N40
0.502710,N33,N40,M1T1
0.502710,N20,N26,N29
0.502710,N14,N32,N36
0.502710,N11,N20,M0P2
0.502709,N3,N35,N36
0.502709,N34,M2Q2,M2Q4
0.502709,N2,N10,N27
0.502709,N25,N26,N39
0.502709,N23,N27,M2Q2
0.502709,N22,N38,M1T1
0.502709,N20,N28,M2Q2
0.502709,N16,N19,N31
0.502709,N13,N36,N37
0.502708,N7,N14,N27
0.502708,N4,M1T2,M2Q4
0.502708,N3,N10,M2Q1
0.502708,N2,N23,N40
0.502708,N18,M2Q1,M2Q3
0.502708,N16,N26,M1T1
0.502708,N15,N40,M0P1
0.502708,N11,N27,N39
0.502707,N4,N23,N35
0.502707,N38,M0P2,M1T2
0.502707,N2,N26,N33
0.502707,N2,N19,M2Q4
0.502707,N22,N30,N38
0.502707,N22,N23,M1T3
0.502707,N21,M1T1,M2Q3
0.502707,N14,N20,M0P1
0.502706,N5,N16,M0P2
0.502706,N4,N16,N19
0.502706,N3,N36,M0P1
0.502706,N18,N37,N39
0.502705,N8,N21,N22
0.502705,N7,N11,N37
0.502705,N5,N7,M0P2
0.502705,N33,N37,N39
0.502705,N2,N17,N28
0.502705,N24,N26,N30
0.502705,N16,N27,N36
0.502705,N14,N20,M0P2
0.502704,N9,N20,N31
0.502704,N5,N23,N39
0.502704,N35,N36,M1T1
0.502704,N30,N31,M0P1
0.502704,N26,N33,M0P1
0.502704,N23,N26,M2Q3
0.502704,N18,N21,N24
0.502704,N17,N27,M2Q3
0.502704,N16,N32,M1T3
0.502704,N13,N15,M2Q1
0.502704,N12,N15,N36
0.502704,N11,N27,N35
0.502704,N11,N20,M2Q3
0.502704,N11,N18,N37
0.502704,N10,N33,M2Q1
0.502703,N9,N10,N37
0.502703,N3,N8,N22
0.502703,N3,N19,M0P1
0.502703,N3,N10,N23
0.502703,N32,N38,M1T3
0.502703,N2,N34,N38
0.502703,N24,N38,M2Q3
0.502703,N24,M2Q1,M2Q3
0.502702,N12,N25,N32
0.502702,N11,N35,N38
0.502702,N11,N19,N33
0.502701,N21,N29,M2Q4
0.502701,N13,N35,N36
0.502701,N12,N29,M2Q3
0.502700,N9,N10,M2Q2
0.502700,N5,N39,M0P1
0.502700,N4,N10,M0P1
0.502700,N3,N28,M2Q1
0.502700,N3,N19,N23
0.502700,N30,N40,M2Q3
0.502700,N2,N4,M1T1
0.502700,N2,N10,M2Q4
0.502700,N15,N29,N32
0.502700,N15,M1T2,M2Q4
0.502699,N7,N12,N24
0.502699,N6,N32,N35
0.502699,N6,M0P1,M1T2
0.502699,N5,N33,N39
0.502699,N30,M1T1,M2Q1
0.502699,N2,N28,N35
0.502699,N27,M0P1,M2Q4
0.502699,N17,N22,M1T3
0.502699,N13,N23,M2Q2
0.502699,N13,N16,M1T3
0.502698,N9,N21,M1T2
0.502698,N9,N20,N23
0.502698,N9,N20,M0P2
0.502698,N5,M1T2,M2Q1
0.502698,N36,N38,M0P2
0.502698,N2,N5,M0P2
0.502698,N27,N28,M1T1
0.502698,N22,N32,N37
0.502698,N18,N23,N32
0.502697,N5,N18,N21
0.502697,N5,N17,M1T1
0.502697,N34,N38,N40
0.502697,N33,N35,N36
0.502697,N29,N38,M1T2
0.502697,N23,N37,M0P2
0.502697,N21,M1T2,M2Q3
0.502697,N17,N19,M2Q2
0.502697,N13,N33,N34
0.502697,N11,N23,N30
0.502696,N7,N24,N40
0.502696,N6,N33,M2Q2
0.502696,N3,N10,N15
0.502696,N17,N37,M1T3
0.502696,N10,N19,N33
0.502695,N4,N30,M0P1
0.502695,N4,M0P1,M1T2
0.502695,N27,N34,N36
0.502695,N24,N30,N32
0.502695,N20,N21,M2Q4
0.502695,N15,N17,M1T1
0.502695,N12,N16,M1T3
0.502695,N10,N21,N35
0.502694,N3,N8,N9
0.502694,N10,N21,N37
0.502693,N4,N12,N40
0.502693,N3,N17,N37
0.502693,N23,N32,M2Q2
0.502693,N10,N24,N30
0.502692,N8,N37,M1T1
0.502692,N8,N25,N35
0.502692,N7,N17,N24
0.502692,N6,N14,N34
0.502692,N5,N9,M1T3
0.502692,N35,M2Q1,M2Q3
0.502692,N32,N34,N40
0.502692,N2,N3,M2Q4
0.502692,N27,M0P2,M2Q4
0.502692,N21,M1T2,M2Q4
0.502692,N19,N31,N34
0.502692,N13,N30,N34
0.502692,N10,N11,M0P2
0.502691,N16,N29,M2Q4
0.502691,N16,N21,N36
0.502691,N10,N17,N24
0.502691,N10,N11,N14
0.502690,N7,N32,M1T1
0.502690,N7,N16,M2Q4
0.502690,N5,N27,N36
0.502690,N5,N17,M2Q3
0.502690,N4,N24,N39
0.502690,N4,N10,M1T2
0.502690,N34,N35,N40
0.502690,N26,N29,N38
0.502690,N17,N36,M1T2
0.502690,N16,N25,M2Q1
0.502690,N10,N16,N35
0.502689,N3,N34,M0P1
0.502689,N29,N30,N32
0.502689,N23,N37,M2Q1
0.502689,N13,N25,N34
0.502689,N11,N40,M2Q4
0.502689,N11,N37,M1T1
0.502689,N11,N16,N21
0.502688,N8,N12,N30
0.502688,N10,N23,M1T1
0.502688,N10,N11,M0P1
0.502688,M0P2,M2Q1,M2Q2
0.502687,N8,N9,N20
0.502687,N8,N11,M0P2
0.502687,N6,N25,M0P2
0.502687,N6,N12,N30
0.502687,N4,N14,N22
0.502687,N25,N37,M0P2
0.502687,N21,N30,M1T2
0.502687,N19,N23,N32
0.502687,N16,N19,N33
0.502687,N12,N34,M0P1
0.502687,N10,N24,N38
0.502687,N10,N24,M1T2
0.502686,N9,N19,M2Q4
0.502686,N5,N24,M1T1
0.502686,N5,N18,N34
0.502686,N3,N8,N24
0.502686,N34,M0P2,M1T2
0.502686,N2,N3,N27
0.502686,N19,N39,M2Q4
0.502686,N14,N19,N22
0.502686,N13,N14,N32
0.502686,N12,N25,N38
0.502685,N9,N11,N28
0.502685,N7,N34,M1T1
0.502685,N2,N12,N21
0.502685,N19,N21,N31
0.502685,N17,N26,N31
0.502685,N14,N27,N36
0.502685,N11,N32,N38
0.502685,N10,N32,N39
0.502685,N10,N11,M2Q3
0.502684,N3,N8,N11
0.502684,N15,M2Q1,M2Q4
0.502684,N10,N13,N29
0.502683,N4,N34,M0P2
0.502683,N20,N24,N29
0.502683,N19,N39,N40
0.502683,N14,N36,N37
0.502683,N14,N15,M2Q2
0.502682,N6,N8,N22
0.502682,N34,N37,M2Q4
0.502682,N23,N39,M0P2
0.502682,N20,N21,N22
0.502682,N15,N22,N32
0.502682,N11,N15,N19
0.502681,N9,N32,M2Q1
0.502681,N8,N29,M1T3
0.502681,N8,N15,M1T2
0.502681,N7,N11,N16
0.502681,N5,N35,N38
0.502681,N5,N24,M2Q4
0.502681,N3,N6,M0P1
0.502681,N3,N13,N37
0.502681,N2,N9,N32
0.502681,N27,M0P2,M1T2
0.502681,N23,N40,M1T1
0.502681,N22,N28,N30
0.502681,N18,N21,N39
0.502681,N16,N27,N30
0.502681,N11,N28,N33
0.502681,N10,N28,N31
0.502680,N8,N21,N28
0.502680,N6,N15,N16
0.502680,N4,N27,N33
0.502680,N3,N15,M2Q3
0.502680,N3,N11,N33
0.502680,N24,N30,N35
0.502680,N22,N25,M1T1
0.502680,N18,N21,M0P1
0.502680,N16,N32,N34
0.502680,N15,N23,N39
0.502679,N4,N25,M0P1
0.502679,N32,N34,N39
0.502679,N2,N5,N32
0.502678,N8,N35,M1T1
0.502678,N4,N8,M1T1
0.502678,N28,N31,M0P1
0.502678,N26,N33,M1T1
0.502678,N24,N39,N40
0.502678,N21,N33,M0P2
0.502678,N19,N38,M0P2
0.502678,N13,M0P2,M2Q2
0.502678,N10,N13,N23
0.502677,N8,N38,M0P2
0.502677,N8,N19,N34
0.502677,N4,N28,M2Q2
0.502677,N3,M0P1,M2Q4
0.502677,N2,N32,N35
0.502677,N16,N38,M1T3
0.502677,N15,N28,M1T2
0.502677,N13,N18,N39
0.502676,N9,N27,M2Q2
0.502676,N7,N32,N38
0.502676,N7,N32,M1T2
0.502676,N5,N8,N33
0.502676,N5,N7,N13
0.502676,N2,N19,N31
0.502676,N21,N27,N35
0.502676,N19,N38,M2Q3
0.502676,N18,N23,N29
0.502676,N16,N18,N40
0.502676,N14,N31,M1T1
0.502676,N14,N19,M0P2
0.502676,N14,M1T1,M2Q2
0.502676,N13,N17,N24
0.502676,N11,N38,N39
0.502676,N10,N11,N34
0.502675,N8,N36,M2Q1
0.502675,N6,N7,N24
0.502675,N5,N17,N29
0.502675,N38,N39,M0P2
0.502675,N15,N16,N28
0.502674,N9,N31,N35
0.502674,N9,N10,N14
0.502674,N4,N21,N23
0.502674,N24,N26,N34
0.502674,N23,N29,N36
0.502674,N19,N27,N32
0.502674,N18,N24,N40
0.502674,N15,N18,N32
0.502674,N13,N17,M2Q3
0.502674,N12,N30,M1T3
0.502673,N9,N29,N31
0.502673,N8,N9,M1T3
0.502673,N31,N32,N34
0.502673,N23,N38,M2Q2
0.502673,N18,N25,N27
0.502673,N15,N29,M1T2
0.502673,N14,N36,N39
0.502673,N11,N27,M2Q3
0.502672,N9,N29,M2Q3
0.502672,N9,N15,N40
0.502672,N7,N17,M0P2
0.502672,N4,N11,N27
0.502672,N3,N19,M2Q4
0.502672,N37,N39,M1T3
0.502672,N27,N38,N39
0.502672,M0P1,M1T1,M1T2
0.502671,N8,N36,N38
0.502671,N4,N6,M1T1
0.502671,N27,M1T2,M2Q4
0.502671,N22,N32,M2Q4
0.502671,N11,N27,M2Q2
0.502670,N8,N13,N33
0.502670,N5,N15,N20
0.502670,N3,N16,N17
0.502670,N13,N40,M1T3
0.502670,N13,N33,M2Q3
0.502670,N11,N20,N40
0.502670,N10,N29,M0P2
0.502670,N10,N11,N38
0.502669,N7,N32,N33
0.502669,N6,N16,N36
0.502669,N4,N6,N10
0.502669,N3,N25,N35
0.502669,N33,N36,N39
0.502669,N31,N35,M0P1
0.502669,N2,N20,N37
0.502669,N21,N22,M0P1
0.502669,N14,N18,N40
0.502668,N9,M2Q2,M2Q3
0.502668,N8,N30,M2Q3
0.502668,N28,M0P1,M2Q2
0.502668,N17,N37,M2Q3
0.502668,N16,N18,M2Q4
0.502668,N15,N17,N36
0.502668,N13,N29,M0P1
0.502668,N10,N15,N19
0.502667,N6,N9,N37
0.502667,N4,N34,N38
0.502667,N3,N14,M2Q2
0.502667,N39,N40,M0P2
0.502667,N24,N30,N40
0.502667,N14,N20,N36
0.502666,N4,N15,N27
0.502666,N40,M0P2,M1T1
0.502666,N3,N15,N30
0.502666,N2,N15,M2Q3
0.502666,N23,N24,M2Q2
0.502666,N13,N30,M0P2
0.502665,N8,N13,M2Q4
0.502665,N6,N29,N36
0.502665,N5,N16,N34
0.502665,N4,N16,N40
0.502665,N3,N5,N31
0.502665,N3,N22,M2Q1
0.502665,N21,N36,M1T2
0.502665,N17,N27,M1T1
0.502665,N11,N39,M2Q1
0.502664,N9,N28,N35
0.502664,N7,N30,N40
0.502664,N4,N20,M1T3
0.502664,N3,N37,M2Q4
0.502664,N27,N35,M2Q3
0.502664,N27,M0P2,M2Q3
0.502664,N13,N32,M2Q4
0.502664,N13,N20,N31
0.502664,N12,N33,N38
0.502664,N10,N12,N36
0.502663,N8,N29,N33
0.502663,N3,N4,N24
0.502663,N28,N34,N39
0.502663,N23,N35,M1T1
0.502663,N20,N39,M2Q4
0.502663,N16,N28,M0P1
0.502663,N16,N24,M0P1
0.502663,N10,N35,N40
0.502663,N10,N27,N33
0.502663,N10,N17,M1T3
0.502662,N4,N26,M0P1
0.502662,N3,N19,N36
0.502662,N25,N35,M2Q2
0.502662,N25,N31,M1T1
0.502662,N20,N23,N32
0.502662,N12,N15,N25
0.502661,N6,N19,M2Q2
0.502661,N4,N8,N34
0.502661,N25,N39,M2Q4
0.502661,N24,N34,M2Q1
0.502661,N21,N29,N35
0.502661,N20,N25,N29
0.502661,N13,N35,M1T3
0.502661,N13,N17,N35
0.502661,N12,N29,M1T3
0.502661,N10,N32,M1T2
0.502660,N9,M0P1,M2Q2
0.502660,N8,N36,M0P1
0.502660,N2,N8,M0P1
0.502660,N2,N23,N28
0.502660,N25,N35,N39
0.502660,N25,M0P1,M1T1
0.502660,N14,N36,M2Q4
0.502660,N13,N28,M2Q4
0.502660,N12,N28,M1T3
0.502659,N7,N19,N28
0.502659,N3,N21,N39
0.502659,N3,N13,N39
0.502659,N3,N12,N40
0.502659,N39,M1T2,M2Q1
0.502659,N22,N37,M2Q4
0.502659,N18,N25,N32
0.502659,N17,N24,N30
0.502659,N16,N19,N34
0.502659,N12,N15,N37
0.502659,N11,N37,M2Q3
0.502659,N11,N12,M0P2
0.502659,N10,N12,N16
0.502658,N8,N32,N38
0.502658,N7,N22,N38
0.502658,N32,N35,M1T1
0.502658,N2,N4,N34
0.502658,N25,N33,M0P2
0.502658,N13,N20,M0P2
0.502658,N13,N16,M1T1
0.502658,N11,N32,N39
0.502658,N11,N17,N28
0.502658,N10,N38,M2Q1
0.502657,N9,N23,N39
0.502657,N8,M0P1,M1T1
0.502657,N6,N26,N29
0.502657,N26,M0P2,M2Q4
0.502657,N23,N34,N36
0.502657,N15,N26,M2Q4
0.502657,N14,N33,M2Q2
0.502657,N13,N39,M2Q4
0.502657,N10,N23,N37
0.502656,N5,N28,M2Q2
0.502656,N14,M2Q3,M2Q4
0.502656,N13,N15,N28
0.502655,N7,N26,N32
0.502655,N6,N36,M1T1
0.502655,N4,N37,M2Q3
0.502655,N14,N22,N32
0.502655,N12,N22,M2Q2
0.502654,N7,N10,N24
0.502654,N5,N22,M2Q1
0.502654,N21,N37,N39
0.502654,N20,N28,N29
0.502654,N19,N30,N32
0.502654,N17,N27,N30
0.502654,N16,N31,N32
0.502654,M2Q1,M2Q2,M2Q3
0.502653,N6,N24,M1T2
0.502653,N3,N26,N39
0.502653,N2,N9,M2Q2
0.502653,N2,N16,N34
0.502653,N18,N32,N39
0.502653,N15,N26,N36
0.502653,N11,N37,N40
0.502653,N11,N25,M0P1
0.502653,N10,N16,N34
0.502652,N8,N15,N18
0.502652,N7,N26,M2Q4
0.502652,N6,N19,N36
0.502652,N31,N32,N35
0.502652,N19,M2Q1,M2Q2
0.502652,N18,N32,M1T2
0.502652,N18,N26,N27
0.502652,N17,N30,M1T3
0.502652,N10,N11,N13
0.502651,N9,N19,M2Q2
0.502651,N8,N16,M1T3
0.502651,N8,N15,N22
0.502651,N5,N6,N17
0.502651,N4,N17,N24
0.502651,N3,N33,M2Q3
0.502651,N27,N32,M1T2
0.502651,N26,N36,M1T1
0.502651,N15,N24,M0P1
0.502651,N13,N14,M2Q2
0.502651,N10,N36,M1T2
0.502650,N9,N11,M0P1
0.502650,N32,N33,N34
0.502650,N2,N7,N16
0.502650,N2,N16,N38
0.502650,N29,M2Q1,M2Q2
0.502650,N28,N37,N39
0.502650,N23,N24,M0P1
0.502650,N13,N37,M2Q4
0.502650,N12,M1T2,M2Q4
0.502650,N10,N32,N34
0.502649,N4,N9,M1T2
0.502649,N4,N8,N17
0.502649,N3,N9,N21
0.502649,N11,N17,M1T1
0.502649,N10,M0P2,M1T2
0.502648,N9,N15,N29
0.502648,N9,N13,N36
0.502648,N6,N33,N40
0.502648,N4,N39,M1T2
0.502648,N4,N10,M0P2
0.502648,N3,N20,N28
0.502648,N3,N17,N24
0.502648,N37,M1T1,M2Q1
0.502648,N26,M0P2,M2Q3
0.502648,N17,N39,M1T2
0.502648,N16,N22,N30
0.502648,N11,N28,M2Q4
0.502648,N11,N16,N35
0.502648,N10,N20,M2Q2
0.502647,N15,N32,M2Q1
0.502647,N13,N30,M2Q1
0.502647,M0P2,M1T2,M2Q1
0.502646,N8,N22,M0P2
0.502646,N3,N9,M0P2
0.502646,N2,N36,N37
0.502646,N23,N40,M1T3
0.502646,N21,N27,M2Q1
0.502646,N16,N17,M2Q4
0.502646,N14,N22,N25
0.502645,N2,N3,N15
0.502645,N2,N33,M2Q4
0.502645,N28,M0P2,M1T1
0.502645,N13,N21,N31
0.502645,N13,N14,N26
0.502645,N10,N26,M2Q2
0.502644,N6,N30,N37
0.502644,N4,N24,N34
0.502644,N23,N25,M1T1
0.502644,N20,N23,M2Q4
0.502644,N17,N39,M0P1
0.502644,N16,N29,N35
0.502644,N12,N14,N22
0.502643,N9,N17,M0P2
0.502643,N8,N34,M2Q4
0.502643,N8,N14,M0P1
0.502643,N4,N33,N40
0.502643,N4,M2Q1,M2Q2
0.502643,N2,N21,N24
0.502643,N2,N10,M0P2
0.502643,N22,N27,N36
0.502643,N13,N35,N37
0.502643,N13,N15,M0P1
0.502642,N3,N6,M1T1
0.502642,N21,N23,N30
0.502642,N20,N30,N32
0.502642,N17,N22,M1T2
0.502642,N15,N23,N32
0.502642,N15,N20,M2Q4
0.502642,N13,N16,N33
0.502641,N6,N8,N20
0.502641,N6,N33,M1T2
0.502641,N5,N12,N31
0.502641,N3,N5,N22
0.502641,N21,N37,M2Q2
0.502641,N20,N28,N34
0.502641,N20,N23,N34
0.502641,N10,N31,N39
0.502641,N10,N26,M0P1
0.502640,N5,N10,M1T3
0.502640,N3,N38,M2Q1
0.502640,N2,N5,N23
0.502640,N2,N13,N40
0.502640,N29,N33,N36
0.502640,N24,N32,N34
0.502640,N12,N24,M2Q3
0.502640,N10,N17,M2Q1
0.502639,N6,N25,M2Q4
0.502639,N20,N37,N38
0.502639,N19,N31,N35
0.502639,N16,N32,N37
0.502639,N12,N27,M2Q4
0.502639,N11,N30,M1T2
0.502638,N3,N26,N35
0.502638,N22,N23,N39
0.502638,N15,N32,M1T2
0.502638,N13,M0P1,M1T1
0.502638,N12,N23,N38
0.502638,N11,N30,M2Q4
0.502638,N11,N13,M1T1
0.502638,N10,N30,M1T1
0.502638,N10,N22,N26
0.502637,N8,N22,N39
0.502637,N6,N10,N33
0.502637,N32,N38,M2Q2
0.502637,N2,N3,N10
0.502637,N16,N28,M1T3
0.502637,N12,N23,M1T2
0.502636,N9,N12,N24
0.502636,N4,N5,M2Q4
0.502636,N26,N33,N35
0.502636,N12,M0P1,M2Q3
0.502635,N16,N26,M0P1
0.502635,N13,N20,N27
0.502634,N9,N37,M2Q3
0.502634,N9,N13,N34
0.502634,N9,N11,M1T2
0.502634,N2,N32,M0P1
0.502634,N2,N12,N13
0.502634,N28,N39,M2Q4
0.502634,N27,N37,N38
0.502634,N24,N29,M2Q3
0.502634,N19,M0P1,M1T1
0.502634,N18,N27,M2Q4
0.502633,N8,N35,N36
0.502633,N4,N35,M2Q1
0.502633,N33,N38,M2Q3
0.502633,N2,N5,N34
0.502633,N2,N35,M0P1
0.502633,N17,N38,M2Q4
0.502633,N14,N39,M2Q1
0.502633,N13,N19,M2Q2
0.502633,N11,N25,N27
0.502632,N6,N9,M2Q2
0.502632,N5,N35,M2Q3
0.502632,N4,N13,N40
0.502632,N3,N25,N39
0.502632,N2,N37,M0P2
0.502632,N2,N10,N31
0.502632,N26,M0P1,M2Q2
0.502632,N20,N34,M2Q3
0.502632,N11,N17,N38
0.502631,N4,N12,M2Q3
0.502631,N16,N33,N35
0.502631,N14,N31,N32
0.502631,N12,N25,N27
0.502631,N11,N28,M1T2
0.502630,N6,M2Q1,M2Q3
0.502630,N19,N32,M2Q3
0.502630,N15,N29,M2Q3
0.502630,N13,N27,M2Q4
0.502630,N12,N32,M1T3
0.502629,N9,N23,M2Q2
0.502629,N9,N11,N39
0.502629,N7,N37,N39
0.502629,N7,N13,N25
0.502629,N4,N6,M2Q4
0.502629,N4,N10,N28
0.502629,N33,N38,M2Q2
0.502629,N29,N32,M2Q2
0.502629,N28,M0P2,M2Q2
0.502629,N23,N36,N37
0.502629,N16,N18,N39
0.502629,N14,N33,N39
0.502629,N11,N16,N37
0.502628,N4,N23,M1T3
0.502628,N4,N16,N37
0.502628,N2,N23,N37
0.502628,N22,N26,N36
0.502628,N16,N28,N30
0.502628,N15,N16,N23
0.502628,N12,N25,N30
0.502627,N8,M1T1,M1T2
0.502627,N7,N12,N28
0.502627,N6,N10,M2Q4
0.502627,N6,M1T1,M2Q4
0.502627,N34,M2Q1,M2Q4
0.502627,N2,N5,M1T1
0.502627,N29,N39,M0P2
0.502627,N22,N38,M1T2
0.502627,N20,N23,M2Q1
0.502627,N17,N28,M1T3
0.502627,N11,N16,M2Q2
0.502626,N7,N10,N26
0.502626,N3,N32,N35
0.502626,N27,N36,M0P1
0.502626,N24,N40,M2Q3
0.502625,N7,N17,M2Q4
0.502625,N6,N33,M2Q3
0.502625,N22,N38,M2Q1
0.502625,N21,N35,M2Q4
0.502625,N17,N24,N33
0.502625,N16,N20,N24
0.502625,N10,N29,N34
0.502625,N10,N11,N40
0.502624,N4,N10,M2Q4
0.502624,N19,N35,M1T1
0.502624,N18,N29,N34
0.502624,N13,N20,M1T2
0.502623,N8,N10,N38
0.502623,N6,N32,M2Q2
0.502623,N4,N22,N37
0.502623,N26,N27,N30
0.502623,N22,N26,N33
0.502623,N21,N24,N39
0.502623,N21,M2Q2,M2Q3
0.502623,N15,N19,N22
0.502623,N13,N19,M2Q1
0.502623,N11,N26,M2Q4
0.502623,N11,N25,M1T2
0.502623,N10,N15,N29
0.502622,N9,N10,M0P1
0.502622,N8,N12,N25
0.502622,N5,N37,N39
0.502622,N2,N15,N34
0.502622,N25,M1T2,M2Q3
0.502622,N22,N33,N39
0.502622,N21,N22,N33
0.502622,N20,N27,N28
0.502621,N8,N11,N20
0.502621,N6,N30,N38
0.502621,N4,N32,M1T2
0.502621,N4,M0P1,M2Q1
0.502621,N23,N28,M0P1
0.502621,N20,N36,M2Q1
0.502621,N17,N24,N28
0.502621,N15,N34,N39
0.502621,N12,N27,M1T3
0.502621,N11,N14,N28
0.502620,N9,N24,M2Q1
0.502620,N4,N38,M0P2
0.502620,N4,N23,N30
0.502620,N4,N10,N27
0.502620,N3,N17,M1T2
0.502620,N25,N31,M0P1
0.502620,N23,N33,M2Q4
0.502620,N14,N20,N26
0.502619,N8,N26,N33
0.502619,N5,N17,M1T2
0.502619,N4,N15,N38
0.502619,N3,N6,N36
0.502619,N3,N19,N28
0.502619,N2,N33,M0P1
0.502619,N2,N30,M2Q1
0.502619,N2,N17,M2Q4
0.502619,N21,N33,N35
0.502619,N21,N30,M2Q4
0.502619,N12,N37,M0P2
0.502619,N12,N31,M0P2
